"ID","Name","Stable ability ID","Slot","Control","Power name","Type","Declared description","Full source parameters","Definition source"
"trench","TRENCH","trench.r","r","R","MAELSTROM","growingorb","Not separately declared; see character identity and parameters","{""type"":""growingorb"",""name"":""MAELSTROM"",""cost"":20,""cd"":14,""minR"":4,""maxR"":17,""growRate"":8,""kiPerSec"":16,""color"":""#0f9f8f"",""color2"":""#eaffff""}","src/data/characters.js"
"decibel","DECIBEL","decibel.lmb","lmb","LMB","Siren Scream","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Siren Scream"",""kiPerSec"":18,""range"":36,""arc"":1.05,""dps"":22,""push"":62,""lift"":4,""sonic"":true,""color"":""#ffe066""}","src/data/characters.js"
"decibel","DECIBEL","decibel.rmb","rmb","RMB","Combat Cadence","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Combat Cadence"",""cost"":14,""cd"":1.9,""range"":56,""hits"":7,""interval"":0.08,""damage"":8,""finisher"":30,""color"":""#ffe066""}","src/data/characters.js"
"decibel","DECIBEL","decibel.q","q","Q","Heel Turn","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Heel Turn"",""cost"":9,""cd"":0.7,""damage"":22,""range"":11,""arc"":0.9,""lunge"":40,""knock"":44,""launch"":10,""color"":""#ffe066""}","src/data/characters.js"
"decibel","DECIBEL","decibel.e","e","E","Focused Note","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Focused Note"",""cost"":7,""cd"":0.4,""damage"":16,""speed"":130,""radius"":0.9,""blast"":5,""color"":""#ffe066"",""color2"":""#fff""}","src/data/characters.js"
"decibel","DECIBEL","decibel.shift","shift","SHIFT","Staccato Step","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Staccato Step"",""cost"":4,""cd"":0.5,""power"":98,""iframes"":0.28,""color"":""#ffe066""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.lmb","lmb","LMB","Cold Gun","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Cold Gun"",""cost"":4,""interval"":0.28,""damage"":15,""speed"":150,""radius"":0.8,""blast"":3.5,""spread"":0.01,""recoil"":2,""color"":""#bfeaff"",""color2"":""#eaffff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.rmb","rmb","RMB","Flash Frost","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Flash Frost"",""kiPerSec"":19,""range"":32,""arc"":1.1,""dps"":20,""cold"":true,""frost"":0.6,""color"":""#bfeaff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.q","q","Q","Glacier Wall","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Glacier Wall"",""cost"":11,""cd"":6,""construct"":""wall"",""duration"":9,""holdTrigger"":true,""color"":""#bfeaff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.e","e","E","Cryo Charge","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Cryo Charge"",""cost"":9,""cd"":0.7,""damage"":20,""speed"":72,""radius"":1.4,""blast"":9,""grav"":8,""shock"":true,""color"":""#bfeaff"",""color2"":""#eaffff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.f","f","H","Cold Read","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Cold Read"",""cost"":20,""cd"":16,""mult"":1.45,""dur"":9,""color"":""#bfeaff"",""color2"":""#fff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.shift","shift","SHIFT","Getaway","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Getaway"",""cost"":4,""cd"":0.5,""power"":96,""iframes"":0.26,""color"":""#bfeaff""}","src/data/characters.js"
"coldsnap","COLDSNAP","coldsnap.r","r","R","Absolute Frost","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Absolute Frost"",""cost"":10,""cd"":14,""kiPerSec"":13,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":24,""dmgMax"":80,""maxBlast"":36,""speedMin"":34,""speedMax"":58,""chargePower"":3,""color"":""#bfeaff"",""color2"":""#eaffff""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.lmb","lmb","LMB","Foundry Hammer","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Foundry Hammer"",""cost"":11,""cd"":0.9,""damage"":32,""range"":13,""arc"":0.85,""lunge"":40,""knock"":58,""launch"":18,""color"":""#c9cfd9""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.rmb","rmb","RMB","Hammer Toss","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Hammer Toss"",""cost"":10,""cd"":0.8,""damage"":26,""speed"":100,""radius"":1.4,""blast"":9,""color"":""#c9cfd9"",""color2"":""#fff""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.q","q","Q","Rivet Gun","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Rivet Gun"",""cost"":3,""interval"":0.12,""damage"":8,""speed"":160,""radius"":0.6,""blast"":2.8,""spread"":0.04,""recoil"":1.2,""color"":""#ff9a2a"",""color2"":""#fff""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.e","e","E","Forge Vent","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Forge Vent"",""kiPerSec"":16,""range"":28,""arc"":1.2,""dps"":18,""push"":44,""color"":""#ff9a2a""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.shift","shift","SHIFT","Piston Drive","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Piston Drive"",""cost"":5,""cd"":0.6,""power"":94,""iframes"":0.22,""color"":""#c9cfd9""}","src/data/characters.js"
"foundry","CRUCIBLE","foundry.r","r","R","Orbital Forge","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""Orbital Forge"",""cost"":32,""cd"":18,""count"":12,""interval"":0.18,""spread"":26,""radius"":3,""damage"":33,""blast"":18,""color"":""#ff9a2a"",""color2"":""#ffd97a""}","src/data/characters.js"
"talon","TALON","talon.lmb","lmb","LMB","Escrima Cross","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Escrima Cross"",""gear"":true,""cost"":8,""cd"":0.55,""damage"":18,""range"":11,""arc"":0.9,""lunge"":42,""knock"":36,""launch"":8,""color"":""#37c7ff""}","src/data/characters.js"
"talon","TALON","talon.rmb","rmb","RMB","Flying Grayson","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Flying Grayson"",""cost"":14,""cd"":1.8,""range"":58,""hits"":7,""interval"":0.08,""damage"":8,""finisher"":30,""color"":""#37c7ff""}","src/data/characters.js"
"talon","TALON","talon.q","q","Q","Wing-Ding Fan","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Wing-Ding Fan"",""cost"":3,""interval"":0.1,""damage"":6,""speed"":125,""radius"":0.7,""blast"":2.6,""spread"":0.11,""arrow"":true,""color"":""#37c7ff"",""color2"":""#fff""}","src/data/characters.js"
"talon","TALON","talon.e","e","E","Staff Sweep","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Staff Sweep"",""gear"":true,""cost"":10,""cd"":0.8,""damage"":24,""range"":13,""arc"":1.15,""lunge"":30,""knock"":46,""launch"":12,""color"":""#37c7ff""}","src/data/characters.js"
"talon","TALON","talon.shift","shift","SHIFT","Tumbler","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Tumbler"",""cost"":4,""cd"":0.45,""power"":102,""iframes"":0.3,""color"":""#37c7ff""}","src/data/characters.js"
"abeo","ABEO","abeo.lmb","lmb","LMB","Iron Palm","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Iron Palm"",""cost"":10,""cd"":0.8,""damage"":30,""range"":12,""arc"":0.85,""lunge"":38,""knock"":56,""launch"":16,""color"":""#ffd97a""}","src/data/characters.js"
"abeo","ABEO","abeo.rmb","rmb","RMB","Shockwave Stomp","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Shockwave Stomp"",""kiPerSec"":16,""range"":28,""arc"":1.3,""dps"":16,""push"":54,""lift"":5,""color"":""#ffd97a""}","src/data/characters.js"
"abeo","ABEO","abeo.q","q","Q","Shrapnel Fist","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Shrapnel Fist"",""cost"":8,""cd"":0.6,""damage"":20,""speed"":95,""radius"":1.2,""blast"":6,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"abeo","ABEO","abeo.e","e","E","Guard Break","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Guard Break"",""cost"":12,""cd"":1.1,""damage"":26,""range"":12,""arc"":0.75,""lunge"":44,""knock"":50,""launch"":14,""color"":""#ffd97a""}","src/data/characters.js"
"abeo","ABEO","abeo.shift","shift","SHIFT","Bulwark Rush","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Bulwark Rush"",""cost"":5,""cd"":0.6,""power"":92,""iframes"":0.2,""color"":""#ffd97a""}","src/data/characters.js"
"abeo","ABEO","abeo.r","r","R","Foundation Breaker","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Foundation Breaker"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.6,""maxR"":6.6,""dmgMin"":26,""dmgMax"":84,""maxBlast"":34,""speedMin"":36,""speedMax"":62,""chargePower"":3,""color"":""#ffd97a"",""color2"":""#fff2c0""}","src/data/characters.js"
"jelani","JELANI","jelani.lmb","lmb","LMB","Piston Blow","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Piston Blow"",""cost"":9,""cd"":0.55,""damage"":26,""range"":11,""arc"":0.8,""lunge"":48,""knock"":44,""launch"":10,""color"":""#ffb03a""}","src/data/characters.js"
"jelani","JELANI","jelani.rmb","rmb","RMB","Blur Assault","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Blur Assault"",""cost"":14,""cd"":1.8,""range"":60,""hits"":8,""interval"":0.07,""damage"":9,""finisher"":32,""color"":""#ffb03a""}","src/data/characters.js"
"jelani","JELANI","jelani.q","q","Q","Sonic Wake","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Sonic Wake"",""kiPerSec"":15,""range"":26,""arc"":1.2,""dps"":15,""push"":46,""color"":""#ffb03a""}","src/data/characters.js"
"jelani","JELANI","jelani.e","e","E","Spear Tackle","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Spear Tackle"",""cost"":12,""cd"":1,""damage"":28,""range"":13,""arc"":0.7,""lunge"":66,""knock"":56,""launch"":16,""fly"":true,""color"":""#ffb03a""}","src/data/characters.js"
"jelani","JELANI","jelani.f","f","H","Second Wind","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Second Wind"",""cost"":20,""cd"":16,""mult"":1.5,""dur"":9,""heal"":25,""color"":""#ffb03a"",""color2"":""#fff""}","src/data/characters.js"
"jelani","JELANI","jelani.shift","shift","SHIFT","Afterburn","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Afterburn"",""cost"":4,""cd"":0.45,""power"":112,""iframes"":0.26,""color"":""#ffb03a"",""dtype"":""fire""}","src/data/characters.js"
"jelani","JELANI","jelani.r","r","R","A Hundred Hands","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""A Hundred Hands"",""cost"":18,""cd"":12,""range"":68,""hits"":11,""interval"":0.05,""damage"":8,""finisher"":34,""color"":""#ffb03a""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.lmb","lmb","LMB","Veiled Edge","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Veiled Edge"",""cost"":9,""cd"":0.6,""damage"":23,""range"":11,""arc"":0.85,""lunge"":42,""knock"":40,""launch"":8,""dmgClass"":""slash"",""color"":""#7fe6ff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.rmb","rmb","RMB","Untouchable","phase","Not separately declared; see character identity and parameters","{""type"":""phase"",""name"":""Untouchable"",""kiPerSec"":17,""color"":""#7fe6ff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.q","q","Q","Veil Step","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Veil Step"",""cost"":11,""cd"":1.2,""range"":46,""color"":""#7fe6ff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.e","e","E","Phase Bolt","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Phase Bolt"",""cost"":7,""cd"":0.4,""damage"":15,""speed"":105,""radius"":0.9,""blast"":4.5,""homing"":2,""color"":""#7fe6ff"",""color2"":""#eaffff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.f","f","H","Half-Here","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Half-Here"",""cost"":22,""cd"":18,""mult"":1.4,""dur"":9,""invuln"":0.8,""color"":""#7fe6ff"",""color2"":""#fff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.shift","shift","SHIFT","Slip Veil","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Slip Veil"",""cost"":4,""cd"":0.5,""power"":100,""iframes"":0.3,""color"":""#7fe6ff""}","src/data/characters.js"
"kamaria","KAMARIA","kamaria.r","r","R","Ten Veils","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Ten Veils"",""cost"":18,""cd"":12,""range"":62,""hits"":8,""interval"":0.07,""damage"":9,""finisher"":32,""color"":""#7fe6ff""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.lmb","lmb","LMB","Riot Scattergun","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Riot Scattergun"",""cost"":6,""interval"":0.55,""damage"":26,""speed"":140,""radius"":1.1,""blast"":6,""spread"":0.06,""recoil"":4.5,""color"":""#ff5a4a"",""color2"":""#fff""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.rmb","rmb","RMB","Service Revolver","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Service Revolver"",""cost"":4,""interval"":0.3,""damage"":14,""speed"":155,""radius"":0.7,""blast"":3,""spread"":0.015,""recoil"":2,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.q","q","Q","Nightstick","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Nightstick"",""gear"":true,""cost"":9,""cd"":0.7,""damage"":24,""range"":11,""arc"":0.9,""lunge"":36,""knock"":46,""launch"":8,""color"":""#ff5a4a""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.e","e","E","Gas Canister","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Gas Canister"",""gear"":true,""cost"":9,""cd"":0.8,""damage"":12,""speed"":62,""radius"":1.4,""blast"":10,""grav"":10,""payload"":""gas"",""canister"":true,""color"":""#8a8f99"",""color2"":""#e8e4da"",""dtype"":""toxic""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.shift","shift","SHIFT","Duck & Cover","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Duck & Cover"",""cost"":4,""cd"":0.55,""power"":92,""iframes"":0.28,""color"":""#ff5a4a""}","src/data/characters.js"
"ramiro","RAMIRO","ramiro.r","r","R","Backup Called","summon","Not separately declared; see character identity and parameters","{""type"":""summon"",""name"":""Backup Called"",""cost"":26,""cd"":16,""count"":3,""max"":6,""duration"":13,""damage"":8,""interval"":0.6,""speed"":86,""color"":""#2a5ad8"",""color2"":""#ff5a4a""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.lmb","lmb","LMB","Absorption Field","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Absorption Field"",""kiPerSec"":14,""range"":32,""arc"":1.15,""dps"":12,""push"":8,""kiDrain"":14,""color"":""#8fe08a""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.rmb","rmb","RMB","Dead-Air Palm","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Dead-Air Palm"",""cost"":9,""cd"":0.7,""damage"":24,""range"":11,""arc"":0.85,""lunge"":40,""knock"":44,""launch"":10,""color"":""#8fe08a""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.q","q","Q","Null Wave","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Null Wave"",""cost"":7,""cd"":0.45,""damage"":15,""speed"":110,""radius"":1,""blast"":5,""color"":""#8fe08a"",""color2"":""#d8d2c4""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.e","e","E","Returned Thunder","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Returned Thunder"",""kiPerSec"":18,""range"":34,""arc"":1,""dps"":24,""push"":56,""color"":""#d8d2c4""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.shift","shift","SHIFT","Hush","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Hush"",""cost"":4,""cd"":0.5,""power"":98,""iframes"":0.28,""color"":""#8fe08a""}","src/data/characters.js"
"jawah","JAWAH MATU","jawah.r","r","R","EVERY SOUND AT ONCE","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""EVERY SOUND AT ONCE"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":26,""dmgMax"":84,""maxBlast"":36,""speedMin"":36,""speedMax"":60,""chargePower"":3,""color"":""#8fe08a"",""color2"":""#eaffea""}","src/data/characters.js"
"moses","MOSES APIO","moses.lmb","lmb","LMB","Atlas Tendrils","tentacle","Not separately declared; see character identity and parameters","{""type"":""tentacle"",""name"":""Atlas Tendrils"",""cost"":16,""cd"":4.5,""range"":34,""holdT"":0.55,""damage"":14,""throwSpeed"":88,""color"":""#9dff5a""}","src/data/characters.js"
"moses","MOSES APIO","moses.rmb","rmb","RMB","Symbiont Fist","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Symbiont Fist"",""cost"":10,""cd"":0.8,""damage"":25,""range"":12,""arc"":0.85,""lunge"":44,""knock"":46,""launch"":12,""color"":""#9dff5a""}","src/data/characters.js"
"moses","MOSES APIO","moses.q","q","Q","Protocol Surge","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Protocol Surge"",""cost"":14,""cd"":2,""range"":56,""hits"":6,""interval"":0.09,""damage"":9,""finisher"":30,""color"":""#9dff5a""}","src/data/characters.js"
"moses","MOSES APIO","moses.e","e","E","Bio Spike","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Bio Spike"",""cost"":7,""cd"":0.4,""damage"":15,""speed"":100,""radius"":1,""blast"":5,""homing"":2,""color"":""#9dff5a"",""color2"":""#eaffea""}","src/data/characters.js"
"moses","MOSES APIO","moses.f","f","H","Regenerative Bond","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Regenerative Bond"",""cost"":20,""cd"":16,""mult"":1.35,""dur"":9,""heal"":45,""color"":""#9dff5a"",""color2"":""#fff""}","src/data/characters.js"
"moses","MOSES APIO","moses.shift","shift","SHIFT","Adaptive Slip","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Adaptive Slip"",""cost"":4,""cd"":0.5,""power"":98,""iframes"":0.26,""color"":""#9dff5a""}","src/data/characters.js"
"dune","DUNE","dune.lmb","lmb","LMB","Sandblast","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Sandblast"",""kiPerSec"":17,""range"":32,""arc"":1.1,""dps"":20,""push"":30,""gasDot"":{""dps"":4,""dur"":2,""color"":""#d8a020"",""kind"":""abrade""},""color"":""#ffe8c0""}","src/data/characters.js"
"dune","DUNE","dune.rmb","rmb","RMB","Sand Rampart","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Sand Rampart"",""cost"":12,""cd"":6,""construct"":""wall"",""duration"":9,""holdTrigger"":true,""color"":""#d8a020""}","src/data/characters.js"
"dune","DUNE","dune.q","q","Q","Fist of the Waste","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Fist of the Waste"",""cost"":9,""cd"":0.6,""damage"":22,""speed"":66,""radius"":1.7,""blast"":10,""grav"":9,""shock"":true,""color"":""#d8a020"",""color2"":""#ffe8c0""}","src/data/characters.js"
"dune","DUNE","dune.e","e","E","Dust Sentry","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Dust Sentry"",""cost"":15,""cd"":8,""construct"":""turret"",""duration"":12,""color"":""#d8a020""}","src/data/characters.js"
"dune","DUNE","dune.shift","shift","SHIFT","Grain Drift","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Grain Drift"",""cost"":4,""cd"":0.55,""power"":96,""iframes"":0.26,""color"":""#ffe8c0""}","src/data/characters.js"
"dune","DUNE","dune.r","r","R","SANDSTORM","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""SANDSTORM"",""cost"":32,""cd"":18,""count"":13,""interval"":0.17,""spread"":28,""radius"":3,""damage"":31,""blast"":17,""color"":""#d8a020"",""color2"":""#ffe8c0""}","src/data/characters.js"
"graven","GRAVEN","graven.lmb","lmb","LMB","Gravity Shear","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Gravity Shear"",""kiPerSec"":17,""range"":32,""arc"":1.1,""dps"":16,""push"":44,""lift"":8,""color"":""#7fb0ff""}","src/data/characters.js"
"graven","GRAVEN","graven.rmb","rmb","RMB","Event Well","growingorb","Not separately declared; see character identity and parameters","{""type"":""growingorb"",""name"":""Event Well"",""cost"":18,""cd"":12,""minR"":3.5,""maxR"":15,""growRate"":9,""kiPerSec"":15,""color"":""#7fb0ff"",""color2"":""#eaffff""}","src/data/characters.js"
"graven","GRAVEN","graven.q","q","Q","Dense Star","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Dense Star"",""cost"":9,""cd"":0.6,""damage"":22,""speed"":58,""radius"":1.8,""blast"":11,""grav"":9,""shock"":true,""color"":""#7fb0ff"",""color2"":""#d0e0ff""}","src/data/characters.js"
"graven","GRAVEN","graven.e","e","E","Displacement","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Displacement"",""cost"":11,""cd"":1.3,""range"":48,""color"":""#7fb0ff""}","src/data/characters.js"
"graven","GRAVEN","graven.f","f","H","Zero-G Field","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Zero-G Field"",""cost"":24,""cd"":18,""mult"":1.5,""dur"":10,""color"":""#7fb0ff"",""color2"":""#fff""}","src/data/characters.js"
"graven","GRAVEN","graven.shift","shift","SHIFT","Slingshot","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Slingshot"",""cost"":5,""cd"":0.55,""power"":100,""iframes"":0.24,""color"":""#7fb0ff""}","src/data/characters.js"
"graven","GRAVEN","graven.r","r","R","SINGULARITY SEED","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""SINGULARITY SEED"",""cost"":10,""cd"":15,""kiPerSec"":13,""maxCharge"":2.4,""minR"":2,""maxR"":7.5,""dmgMin"":28,""dmgMax"":92,""maxBlast"":40,""speedMin"":32,""speedMax"":56,""chargePower"":3.3,""color"":""#7fb0ff"",""color2"":""#eaffff""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.lmb","lmb","LMB","Rampart Fist","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Rampart Fist"",""cost"":10,""cd"":0.85,""damage"":30,""range"":12,""arc"":0.85,""lunge"":34,""knock"":54,""launch"":16,""color"":""#c9cfd9""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.rmb","rmb","RMB","Bastion Wall","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Bastion Wall"",""cost"":11,""cd"":5,""construct"":""wall"",""duration"":10,""holdTrigger"":true,""color"":""#c9cfd9""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.q","q","Q","Repulse Field","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Repulse Field"",""kiPerSec"":16,""range"":28,""arc"":1.3,""dps"":15,""push"":56,""color"":""#c9cfd9""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.e","e","E","Watchtower","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Watchtower"",""cost"":16,""cd"":8,""construct"":""turret"",""duration"":12,""color"":""#c9cfd9""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.f","f","H","Hold the Line","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Hold the Line"",""cost"":22,""cd"":18,""mult"":1.4,""dur"":11,""heal"":35,""color"":""#c9cfd9"",""color2"":""#fff""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.shift","shift","SHIFT","Advance","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Advance"",""cost"":5,""cd"":0.65,""power"":88,""iframes"":0.2,""color"":""#c9cfd9""}","src/data/characters.js"
"bulwark","BULWARK","bulwark.r","r","R","SIEGE END","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""SIEGE END"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":26,""dmgMax"":86,""maxBlast"":36,""speedMin"":34,""speedMax"":58,""chargePower"":3,""color"":""#c9cfd9"",""color2"":""#eaffff""}","src/data/characters.js"
"feral","FERAL","feral.lmb","lmb","LMB","Rend","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Rend"",""cost"":8,""cd"":0.5,""damage"":22,""range"":11,""arc"":0.9,""lunge"":46,""knock"":36,""launch"":8,""dmgClass"":""slash"",""color"":""#ffb03a""}","src/data/characters.js"
"feral","FERAL","feral.rmb","rmb","RMB","Pack Hunt","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Pack Hunt"",""cost"":14,""cd"":1.8,""range"":58,""hits"":7,""interval"":0.08,""damage"":9,""finisher"":32,""color"":""#ffb03a""}","src/data/characters.js"
"feral","FERAL","feral.q","q","Q","Apex Roar","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Apex Roar"",""kiPerSec"":16,""range"":30,""arc"":1.2,""dps"":16,""push"":52,""color"":""#ffb03a""}","src/data/characters.js"
"feral","FERAL","feral.e","e","E","Savage Lunge","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Savage Lunge"",""cost"":12,""cd"":1,""damage"":27,""range"":13,""arc"":0.75,""lunge"":64,""knock"":50,""launch"":14,""fly"":true,""dmgClass"":""slash"",""color"":""#ffb03a""}","src/data/characters.js"
"feral","FERAL","feral.shift","shift","SHIFT","Predator Weave","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Predator Weave"",""cost"":4,""cd"":0.45,""power"":106,""iframes"":0.26,""color"":""#ffb03a""}","src/data/characters.js"
"feral","FERAL","feral.r","r","R","NO CAGES","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""NO CAGES"",""cost"":18,""cd"":12,""range"":66,""hits"":10,""interval"":0.06,""damage"":8,""finisher"":24,""dmgClass"":""slash"",""color"":""#ffb03a""}","src/data/characters.js"
